title,make,model,year,condition,transmission,location,price
Toyota Sienna LE AWD 2005 Silver,Toyota,Sienna,,foreign used,automatic,Apapa,"₦ 12,500,000"
Lexus RX 350 2015 Blue,Lexus,RX,,foreign used,automatic,Lekki,"₦ 22,500,000"
Ford Edge 2013 White,Ford,Edge,2013,local used,automatic,Ilorin South,"₦ 8,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Gray,Toyota,Corolla,,foreign used,automatic,Ogudu,"₦ 13,200,000"
Nissan Sentra 2004 Gray,Nissan,Sentra,2004,local used,automatic,Ilupeju,"₦ 1,980,000"
Toyota Camry 2.3 Hybrid 2007 Red,Toyota,Camry,,foreign used,automatic,Ibadan,"₦ 10,500,000"
Saturn Vue 3.5 V6 2006 White,Saturn,Vue,,local used,automatic,Zaria,"₦ 6,500,000"
Hyundai Sonata Limited 2019 Gray,Hyundai,Sonata,,foreign used,automatic,Port-Harcourt,"₦ 27,000,000"
Mercedes-Benz M Class 2015 White,,,,foreign used,automatic,Wuse 2,"₦ 34,000,000"
Honda Pilot 2012 Black,Honda,Pilot,2012,local used,automatic,Victoria Island,"₦ 8,000,000"
Acura MDX 2013 Black,Acura,MDX,2013,foreign used,automatic,Apapa,"₦ 13,000,000"
Acura TSX 2.4 2011 White,Acura,TSX,,foreign used,automatic,Ikeja,"₦ 8,350,000"
Honda Accord 2.0 Sedan 2012 Red,Honda,Accord,,local used,automatic,Ikeja,"₦ 5,700,000"
Ford Explorer 2012 Red,Ford,Explorer,2012,foreign used,automatic,Alimosho,"₦ 14,580,000"
Toyota Camry 2016 Blue,Toyota,Camry,2016,local used,automatic,Kubwa,"₦ 15,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 White,,,,foreign used,automatic,Ojodu,"₦ 140,000,000"
Toyota Tundra 2023 Gray,Toyota,Tundra,2023,foreign used,automatic,Surulere,"₦ 115,000,000"
Lexus ES 350 2012 Black,Lexus,ES,,foreign used,automatic,Ikeja,"₦ 14,000,000"
Mercedes-Benz GLE-Class 2021 Black,,,,foreign used,automatic,Lekki,"₦ 175,000,000"
Toyota Highlander Limited V6 4x4 2004 Silver,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 14,500,000"
Toyota Highlander Limited 2010 Gray,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 15,500,000"
Mercedes-Benz C300 2013 Blue,,,,foreign used,automatic,Gwarinpa,"₦ 16,900,000"
Toyota Highlander 2020 White,Toyota,Highlander,2020,foreign used,automatic,Garki 2,"₦ 38,000,000"
Mercedes-Benz GLA 250 2017 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 26,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Blue,Toyota,Camry,,local used,automatic,Ogba,"₦ 7,700,000"
Lexus GX 460 Premium 2011 White,Lexus,GX,,local used,automatic,Ikeja,"₦ 34,000,000"
Lexus RX 300 2WD 2002 White,Lexus,RX,,local used,automatic,Port-Harcourt,"₦ 4,200,000"
Lexus ES 2012 Gold,Lexus,ES,2012,local used,automatic,Ikeja,"₦ 11,300,000"
Lexus ES 2015 Black,Lexus,ES,2015,foreign used,automatic,Lekki,"₦ 23,000,000"
Toyota Sequoia 2004 Black,Toyota,Sequoia,2004,foreign used,automatic,Apapa,"₦ 7,000,000"
Mercedes-Benz C300 2012 Black,,,,foreign used,automatic,Amuwo-Odofin,"₦ 15,500,000"
Mercedes-Benz M Class ML350 AWD 4MATIC 2009 Black,,,,foreign used,automatic,Ajah,"₦ 11,500,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,Amuwo-Odofin,"₦ 15,350,000"
Land Rover Range Rover Evoque Prestige 2012 White,Land,Rover,,foreign used,automatic,Lekki,"₦ 24,651,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry,,foreign used,automatic,Gwarinpa,"₦ 16,000,000"
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,foreign used,automatic,Apapa,"₦ 13,500,000"
Mercedes-Benz CLA-Class 2015 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 22,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,,,,foreign used,automatic,Lekki,"₦ 85,000,000"
Toyota Camry 2.4 LE 2008 Black,Toyota,Camry,,local used,automatic,Akure,"₦ 7,200,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 Black,Toyota,Corolla,,local used,automatic,Amuwo-Odofin,"₦ 12,200,000"
Lexus RX 350 2010 White,Lexus,RX,,local used,automatic,Warri,"₦ 18,500,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Silver,,,,local used,automatic,Amuwo-Odofin,"₦ 19,800,008"
Hyundai Elantra 2013 Gray,Hyundai,Elantra,2013,local used,automatic,Gwarinpa,"₦ 8,000,000"
Toyota Highlander 2015 White,Toyota,Highlander,2015,foreign used,automatic,Ikeja,"₦ 32,500,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,foreign used,automatic,Mabushi,"₦ 14,500,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,local used,automatic,Port-Harcourt,"₦ 14,300,000"
Toyota Camry 3.5 XLE 2008 Black,Toyota,Camry,,local used,automatic,Kubwa,"₦ 6,700,000"
Ford Edge SE 4dr SUV (2.0L 4cyl Turbo 6A) 2015 Silver,Ford,Edge,,local used,automatic,Gaduwa,"₦ 8,000,000"
Hyundai Sonata 2019 Black,Hyundai,Sonata,2019,foreign used,automatic,Magodo,"₦ 23,500,000"
Toyota RAV4 Limited AWD 2020 Black,Toyota,RAV4,,foreign used,automatic,Amuwo-Odofin,"₦ 55,000,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord,,foreign used,automatic,Mabushi,"₦ 19,000,000"
Mercedes-Benz C300 2016 Gray,,,,foreign used,automatic,Ajah,"₦ 29,000,000"
Mercedes-Benz GLK-Class 350 2014 Black,,,,local used,automatic,Gwarinpa,"₦ 14,500,000"
Toyota Land Cruiser 5.7 V8 VXR 2020 Black,Toyota,Land,,local used,automatic,Ikeja,"₦ 98,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Gray,,,,foreign used,automatic,Apapa,"₦ 45,000,000"
Toyota Camry 2016 Black,Toyota,Camry,2016,foreign used,automatic,Central Business District,"₦ 16,950,000"
Toyota Corolla 2006 Red,Toyota,Corolla,2006,local used,automatic,Ogba,"₦ 7,450,000"
Volkswagen Multivan 2003 Blue,Volkswagen,Multivan,2003,foreign used,manual,Isolo,"₦ 6,000,000"
Toyota Camry 2012 Blue,Toyota,Camry,2012,foreign used,automatic,Apapa,"₦ 16,800,000"
Land Rover Range Rover Sport HSE 4x4 (3.0L 6cyl 8A) 2017 Silver,Land,Rover,,foreign used,automatic,Amuwo-Odofin,"₦ 59,000,000"
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2012 Gray,Honda,Pilot,,foreign used,automatic,Ikeja,"₦ 13,000,000"
Lexus ES 350 2007 Gold,Lexus,ES,,foreign used,automatic,Mushin,"₦ 10,800,000"
Toyota Corolla 2005 Silver,Toyota,Corolla,2005,local used,automatic,Port-Harcourt,"₦ 6,912,000"
Toyota Avalon 2019 Gray,Toyota,Avalon,2019,foreign used,automatic,Lekki,"₦ 52,000,000"
BMW 550i 2018 White,BMW,550i,2018,foreign used,automatic,Asokoro,"₦ 40,000,000"
Acura Integra w/A-Spec Package 2023 White,Acura,Integra,,foreign used,automatic,Wuse 2,"₦ 83,000,000"
Mercedes-Benz GLE-Class 2021 White,,,,foreign used,automatic,Isolo,"₦ 168,000,000"
Toyota Camry LE 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A) 2014 Blue,Toyota,Camry,,foreign used,automatic,Ibadan,"₦ 14,500,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,foreign used,automatic,Ojodu,"₦ 14,700,000"
Toyota Highlander 2018 Black,Toyota,Highlander,2018,foreign used,automatic,Apapa,"₦ 42,000,000"
Hyundai Sonata 2017 White,Hyundai,Sonata,2017,foreign used,automatic,Agege,"₦ 15,500,000"
Toyota Camry XLE V6 4dr Sedan (3.0L 6cyl 4A) 2001 Silver,Toyota,Camry,,local used,automatic,Ifako-Ijaiye,"₦ 3,200,000"
Lexus ES 350 FWD 2015 Red,Lexus,ES,,foreign used,automatic,Isolo,"₦ 22,000,000"
Honda Pilot 2015 Black,Honda,Pilot,2015,foreign used,automatic,Apapa,"₦ 18,500,000"
Lexus ES 2013 Black,Lexus,ES,2013,foreign used,automatic,Ikeja,"₦ 25,000,000"
Mercedes-Benz M Class ML 350 2005 Silver,,,,local used,automatic,Enugu,"₦ 8,500,000"
Hyundai Elantra GT 2013 Gray,Hyundai,Elantra,,foreign used,automatic,Gwarinpa,"₦ 15,600,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Gray,,,,foreign used,automatic,Apapa,"₦ 44,000,000"
Toyota Avalon 2015 Black,Toyota,Avalon,2015,foreign used,automatic,Amuwo-Odofin,"₦ 22,000,000"
Mercedes-Benz GLK-Class 2013 Black,,,,foreign used,automatic,Ojodu,"₦ 24,500,000"
Toyota Venza V6 AWD 2010 Silver,Toyota,Venza,,foreign used,automatic,Yaba,"₦ 18,800,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,Ojota,"₦ 30,800,000"
Toyota Sequoia 2012 Red,Toyota,Sequoia,2012,foreign used,automatic,Lekki,"₦ 24,800,000"
Infiniti QX80 2015 Brown,Infiniti,QX80,2015,local used,automatic,Ikeja,"₦ 41,000,000"
Toyota Camry 2017 Black,Toyota,Camry,2017,foreign used,automatic,Yaba,"₦ 19,500,000"
Toyota Corolla 2006 Blue,Toyota,Corolla,2006,local used,automatic,Gwarinpa,"₦ 5,300,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 22,500,000"
Acura MDX 2014 Blue,Acura,MDX,2014,local used,automatic,Garki 2,"₦ 18,000,000"
Acura MDX 2009 Silver,Acura,MDX,2009,foreign used,automatic,Amuwo-Odofin,"₦ 11,000,000"
Volkswagen Golf 2000 Red,Volkswagen,Golf,2000,foreign used,automatic,Ibadan,"₦ 4,500,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,foreign used,automatic,Apapa,"₦ 10,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,,,,local used,automatic,Ogba,"₦ 21,000,000"
Land Rover Range Rover Vogue 2018 Black,Land,Rover,,foreign used,automatic,Lekki,"₦ 98,200,000"
Mercedes-Benz E350 2015 Black,,,,foreign used,automatic,Port-Harcourt,"₦ 22,500,000"
Toyota Venza 2015 White,Toyota,Venza,2015,foreign used,automatic,Apapa,"₦ 22,500,000"
Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2006 Red,Toyota,Matrix,,local used,automatic,Kubwa,"₦ 4,950,000"
Toyota 4-Runner Limited 2WD 2011 Blue,Toyota,4-Runner,,local used,automatic,Ojodu,"₦ 20,000,000"
Lexus RX 350 2008 Gray,Lexus,RX,,local used,automatic,Nyanya,"₦ 9,500,000"
Toyota Camry 2019 Blue,Toyota,Camry,2019,foreign used,automatic,Apapa,"₦ 24,000,000"
Toyota Yaris 2006 Gray,Toyota,Yaris,2006,foreign used,automatic,Garki 2,"₦ 4,900,000"
Toyota Sienna 2003 Gold,Toyota,Sienna,2003,local used,automatic,Gwagwalada,"₦ 3,850,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Silver,Toyota,Camry,,local used,automatic,Surulere,"₦ 6,450,000"
Toyota Camry 2017 Black,Toyota,Camry,2017,foreign used,automatic,Apapa,"₦ 22,000,000"
Toyota Venza 2015 White,Toyota,Venza,2015,foreign used,automatic,Surulere,"₦ 22,890,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,foreign used,automatic,Yaba,"₦ 15,800,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,foreign used,automatic,Port-Harcourt,"₦ 14,000,000"
Toyota Camry 2007 Red,Toyota,Camry,2007,local used,automatic,Ejigbo,"₦ 7,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,,,,local used,automatic,Garki 2,"₦ 13,700,000"
Lexus RX 350 2010 White,Lexus,RX,,foreign used,automatic,Ipaja,"₦ 20,500,000"
Toyota Corolla SE CVT 2024 White,Toyota,Corolla,,foreign used,automatic,Surulere,"₦ 50,000,000"
Toyota Sienna 2006 Red,Toyota,Sienna,2006,foreign used,automatic,Amuwo-Odofin,"₦ 9,000,000"
Geely Emgrand X7 2023 Silver,Geely,Emgrand,,foreign used,automatic,Garki 2,"₦ 28,500,000"
Toyota Corolla 2011 Black,Toyota,Corolla,2011,foreign used,automatic,Apapa,"₦ 12,000,000"
Toyota Sienna XLE 2005 Silver,Toyota,Sienna,,foreign used,automatic,Apapa,"₦ 10,500,000"
Toyota Corolla S 2005 Red,Toyota,Corolla,,local used,automatic,Lekki,"₦ 7,000,000"
Toyota 4-Runner 2008,Toyota,4-Runner,2008,foreign used,automatic,Apapa,"₦ 16,000,000"
Mercedes-Benz GLK-Class 350 2010 Black,,,,local used,automatic,Apo District,"₦ 13,500,000"
Honda Accord 2014 White,Honda,Accord,2014,local used,automatic,Ojodu,"₦ 13,800,000"
Lexus ES 350 FWD 2014 Silver,Lexus,ES,,foreign used,automatic,Ikeja,"₦ 23,500,000"
Toyota Venza V6 AWD 2011 Gray,Toyota,Venza,,foreign used,automatic,Amuwo-Odofin,"₦ 19,500,000"
Hyundai Elantra 2016 Gray,Hyundai,Elantra,2016,foreign used,automatic,Ipaja,"₦ 14,000,000"
Land Rover Lr4 HSE 2012 Black,Land,Rover,,foreign used,automatic,Amuwo-Odofin,"₦ 17,800,000"
Toyota Camry 2015 Black,Toyota,Camry,2015,foreign used,automatic,Gwarinpa,"₦ 16,500,000"
Mercedes-Benz M Class 2014 Gold,,,,foreign used,automatic,Apapa,"₦ 32,000,000"
Mercedes-Benz GLK-Class 2012 Red,,,,foreign used,automatic,Kubwa,"₦ 18,500,000"
Mini Clubman 2012 Gray,Mini,Clubman,2012,foreign used,automatic,Central Business District,"₦ 16,500,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES,,foreign used,automatic,Kubwa,"₦ 23,700,000"
Toyota Corolla 1.8 VVTL-i TS 2006 Black,Toyota,Corolla,,local used,automatic,Ikwerre,"₦ 5,000,000"
Mercedes-Benz G-Class 2018 Black,,,,foreign used,automatic,Ogba,"₦ 169,520,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander,,foreign used,automatic,Mabushi,"₦ 32,500,000"
Lexus ES 350 2008 White,Lexus,ES,,foreign used,automatic,Apapa,"₦ 11,000,000"
Toyota Corolla SE 2020 Blue,Toyota,Corolla,,foreign used,automatic,Surulere,"₦ 25,500,000"
Toyota Avensis 2.0 D-4D 2003 Blue,Toyota,Avensis,,local used,manual,Ibadan,"₦ 5,500,000"
Toyota Camry 2007 Black,Toyota,Camry,2007,local used,automatic,Ikotun/Igando,"₦ 5,984,000"
Hyundai Sonata 2012 Red,Hyundai,Sonata,2012,local used,automatic,Abule Egba,"₦ 7,650,000"
Hyundai Santa Fe 2013 Gray,Hyundai,Santa,,foreign used,automatic,Ibadan,"₦ 22,000,000"
New Toyota Hilux 2024 White,New,Toyota,,new,manual,Mabushi,"₦ 85,000,000"
Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2006 Red,Toyota,Matrix,,foreign used,automatic,Jahi,"₦ 8,200,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,,,,foreign used,automatic,Gwarinpa,"₦ 27,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla,,local used,automatic,Port-Harcourt,"₦ 8,950,000"
Toyota Camry 2001,Toyota,Camry,2001,local used,automatic,Nyanya,"₦ 3,600,000"
Kia K5 2.0 T-GDI 2014 Black,Kia,K5,,foreign used,automatic,Apapa,"₦ 27,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry,,foreign used,automatic,Gwarinpa,"₦ 15,000,000"
Hyundai Santa Fe SE Ultimate FWD 2017 Gray,Hyundai,Santa,,foreign used,automatic,Central Business District,"₦ 27,900,000"
BMW 323i 2014 White,BMW,323i,2014,foreign used,automatic,Apapa,"₦ 26,500,000"
Toyota Camry 2015 Gold,Toyota,Camry,2015,foreign used,automatic,Alimosho,"₦ 15,350,000"
Mercedes-Benz C300 Luxury Sedan AWD (3.0L 6cyl 7A) 2008 Purple,,,,local used,automatic,Port-Harcourt,"₦ 9,500,000"
Toyota Venza AWD 2010 Silver,Toyota,Venza,,foreign used,automatic,Ikeja,"₦ 17,000,000"
Mercedes-Benz GLK-Class 2012 White,,,,foreign used,automatic,Apapa,"₦ 18,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Gray,Toyota,Corolla,,local used,automatic,Ikeja,"₦ 8,570,000"
Mercedes-Benz GL-Class 2014 Blue,,,,foreign used,automatic,Ojodu,"₦ 27,500,000"
Lexus IS 250 2015 White,Lexus,IS,,foreign used,automatic,Ogba,"₦ 20,800,000"
Toyota RAV4 2010 Red,Toyota,RAV4,2010,foreign used,automatic,Apapa,"₦ 13,500,000"
Lexus RX 350 2016 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 49,800,000"
Toyota Highlander Sport 2010 White,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 18,500,000"
Honda Element 2010 Red,Honda,Element,2010,foreign used,automatic,Garki 2,"₦ 16,000,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,local used,automatic,Gwarinpa,"₦ 8,200,000"
Volkswagen Golf 2004 Blue,Volkswagen,Golf,2004,foreign used,manual,Jahi,"₦ 4,700,000"
New Toyota Hilux 2025 White,New,Toyota,,new,automatic,Lekki,"₦ 118,000,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015,,,,local used,automatic,Garki 1,"₦ 15,000,000"
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2015 Matt Black,Toyota,Avalon,,foreign used,automatic,Amuwo-Odofin,"₦ 22,500,000"
Lexus RX 350 AWD 2009 Gray,Lexus,RX,,foreign used,automatic,Ojodu,"₦ 14,680,000"
Land Rover Range Rover Vogue 2023 Black,Land,Rover,,foreign used,automatic,Lekki,"₦ 405,000,000"
Lexus ES 350 2011 Silver,Lexus,ES,,foreign used,automatic,Apapa,"₦ 15,500,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2017 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 48,000,000"
Lexus RX 330 2006 White,Lexus,RX,,foreign used,automatic,Apapa,"₦ 13,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,,,,foreign used,automatic,Surulere,"₦ 24,000,000"
Toyota Avensis 2014 Black,Toyota,Avensis,2014,local used,automatic,Jabi,"₦ 6,500,000"
Lexus ES 2015 Gray,Lexus,ES,2015,foreign used,automatic,Apapa,"₦ 18,000,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,Amuwo-Odofin,"₦ 16,500,000"
Lexus RX 350 AWD 2015 Red,Lexus,RX,,local used,automatic,Ibadan,"₦ 20,000,000"
Toyota Tacoma SR5 2017 Gray,Toyota,Tacoma,,foreign used,automatic,Ikeja,"₦ 42,000,000"
Toyota Corolla 2019 Silver,Toyota,Corolla,2019,local used,automatic,Mabushi,"₦ 23,000,000"
Lexus ES 350 2011 Red,Lexus,ES,,foreign used,automatic,Apapa,"₦ 13,200,000"
Toyota Land Cruiser 4.5 V8 GXR 2011 Black,Toyota,Land,,local used,automatic,Ogudu,"₦ 46,000,000"
Toyota Camry 2009 Gray,Toyota,Camry,2009,local used,automatic,Amuwo-Odofin,"₦ 8,000,000"
Lexus ES 350 2009 Gray,Lexus,ES,,foreign used,automatic,Ojodu,"₦ 12,500,000"
Kia Rio S Sedan 2020 Silver,Kia,Rio,,foreign used,automatic,Abuja (FCT),"₦ 16,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2019 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 85,000,000"
Toyota Sienna Limited 7 Passenger 2011 Gold,Toyota,Sienna,,foreign used,automatic,Central Business District,"₦ 19,500,000"
Toyota Venza V6 AWD 2011 Off white,Toyota,Venza,,foreign used,automatic,Surulere,"₦ 18,850,000"
Mazda MS-6 2002 Blue,Mazda,MS-6,2002,foreign used,automatic,Surulere,"₦ 4,300,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 4A) 2003 Silver,Toyota,Camry,,local used,automatic,Ojo,"₦ 5,000,000"
Mercedes-Benz M Class 2015 Blue,,,,foreign used,automatic,Ajah,"₦ 31,500,000"
Kia Rio 2012 Black,Kia,Rio,2012,local used,automatic,Yaba,"₦ 4,800,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Red,Toyota,Camry,,foreign used,automatic,Gwarinpa,"₦ 35,500,000"
Mercedes-Benz GLC-Class 2016 Black,,,,foreign used,automatic,Ajah,"₦ 36,800,000"
Toyota RAV4 2019 Blue,Toyota,RAV4,2019,foreign used,automatic,Lekki,"₦ 42,200,000"
Mercedes-Benz M Class ML 350 4Matic 2008 Gray,,,,local used,automatic,Garki 1,"₦ 6,900,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,,,,local used,automatic,Gwarinpa,"₦ 34,000,000"
Lexus ES 330 2006 Silver,Lexus,ES,,local used,automatic,Ojodu,"₦ 6,800,000"
New Toyota Hilux 2025 White,New,Toyota,,new,automatic,Ikeja,"₦ 85,000,000"
Toyota Sienna 2008 Blue,Toyota,Sienna,2008,local used,automatic,Kubwa,"₦ 6,800,000"
Toyota Avensis 2012 Black,Toyota,Avensis,2012,local used,automatic,Lekki,"₦ 10,800,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2008 Silver,Toyota,Avalon,,local used,automatic,Enugu,"₦ 6,700,000"
Toyota Tacoma 2018 Black,Toyota,Tacoma,2018,foreign used,automatic,Sagamu,"₦ 57,000,000"
Toyota Sienna LE 7 Passenger 2011 Black,Toyota,Sienna,,foreign used,automatic,Maryland,"₦ 15,500,000"
Toyota Highlander Platinum FWD 2023 White,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 81,000,000"
Land Rover Range Rover Evoque Dynamic 4x4 (2.0L 4cyl 9A) 2014 Black,Land,Rover,,foreign used,automatic,Ojodu,"₦ 23,300,000"
Toyota Highlander Limited 2012 White,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 23,000,000"
Mercedes-Benz CLA-Class 2014 White,,,,local used,automatic,Magodo,"₦ 12,999,999"
Toyota Tacoma Double Cab V6 Automatic 2012 White,Toyota,Tacoma,,foreign used,automatic,Apapa,"₦ 26,000,000"
Lexus ES 350 FWD 2013 White,Lexus,ES,,foreign used,automatic,Apapa,"₦ 29,000,000"
Toyota Land Cruiser Prado 2.7 2020 Black,Toyota,Land,,local used,automatic,Nyanya,"₦ 12,000,000"
Toyota Avalon 2014 White,Toyota,Avalon,2014,foreign used,automatic,Amuwo-Odofin,"₦ 22,000,000"
Honda Ridgeline 2006 Black,Honda,Ridgeline,2006,foreign used,automatic,Ogba,"₦ 9,999,999"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray,,,,foreign used,automatic,Ikeja,"₦ 26,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry,,foreign used,automatic,Ojodu,"₦ 17,500,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander,,foreign used,automatic,Alimosho,"₦ 33,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Red,Toyota,Camry,,local used,automatic,Port-Harcourt,"₦ 7,950,000"
Toyota Corolla SE 2020 Blue,Toyota,Corolla,,foreign used,automatic,Ikeja,"₦ 30,000,000"
Lexus RX 350 AWD 2008 Silver,Lexus,RX,,local used,automatic,Gudu,"₦ 10,000,000"
Mercedes-Benz GLK-Class 2009 White,,,,foreign used,automatic,Ikeja,"₦ 18,700,000"
Audi A3 2.0 T 2008 Silver,Audi,A3,,local used,automatic,Port-Harcourt,"₦ 4,500,000"
Mercedes-Benz C300 2014 Red,,,,foreign used,automatic,Ikorodu,"₦ 14,000,000"
Mercedes-Benz E63 2013 White,,,,local used,automatic,Amuwo-Odofin,"₦ 13,000,000"
Mercedes-Benz GLK-Class 350 2011 White,,,,foreign used,automatic,Sagamu,"₦ 18,500,000"
Toyota Highlander 2014 Black,Toyota,Highlander,2014,foreign used,automatic,Abule Egba,"₦ 24,000,000"
Honda Civic Sedan EX 2013 Black,Honda,Civic,,foreign used,automatic,Central Business District,"₦ 11,700,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2017 Blue,,,,local used,automatic,Katampe,"₦ 57,000,000"
Lexus RX 350 2010 Red,Lexus,RX,,local used,automatic,Isolo,"₦ 16,000,000"
Ford Transit 2015 Black,Ford,Transit,2015,foreign used,manual,Akinyele,"₦ 24,000,000"
Lexus GX 460 Premium 2012 Gray,Lexus,GX,,foreign used,automatic,Apapa,"₦ 38,500,000"
Lexus ES 330 2006 Gray,Lexus,ES,,foreign used,automatic,Apapa,"₦ 11,800,000"
Kia Sportage 2.0 D 2004 Silver,Kia,Sportage,,local used,manual,Maryland,"₦ 3,500,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,,,,foreign used,automatic,Lekki,"₦ 17,000,000"
Toyota Sequoia 2007 Gold,Toyota,Sequoia,2007,foreign used,automatic,Apapa,"₦ 7,500,000"
Toyota Corolla 2018 Red,Toyota,Corolla,2018,foreign used,automatic,Kaduna / Kaduna State,"₦ 19,500,000"
Acura MDX 2014 Black,Acura,MDX,2014,foreign used,automatic,Alimosho,"₦ 21,200,000"
Toyota Highlander 2003 Silver,Toyota,Highlander,2003,local used,automatic,Ikeja,"₦ 6,600,000"
Toyota Tacoma 2013 Red,Toyota,Tacoma,2013,foreign used,automatic,Amuwo-Odofin,"₦ 27,000,000"
Toyota Land Cruiser 4.5 V8 GXR 2019 Black,Toyota,Land,,foreign used,automatic,Garki 1,"₦ 85,000,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2018 Green,Toyota,Highlander,,foreign used,automatic,Gwarinpa,"₦ 45,000,000"
Toyota Venza XLE 2021 Gray,Toyota,Venza,,foreign used,automatic,Amuwo-Odofin,"₦ 58,900,000"
Toyota Tacoma Double Cab V6 4WD 2004 White,Toyota,Tacoma,,foreign used,automatic,Apapa,"₦ 15,500,000"
Nissan Altima 2.5 2005 Black,Nissan,Altima,,local used,automatic,Ikotun/Igando,"₦ 2,850,000"
New Toyota Land Cruiser 2024 Black,New,Toyota,,new,automatic,Victoria Island,"₦ 190,000,000"
